Account Number,Name,Age,Income,Expenses,Balance
GB87GKOZ89401510329310,Christopher Boyer,65,59725.5444962673,41946.074552372425,17779.469943894874
GB63YCCE92235603756318,Jeffrey Hart,69,56218.09962217196,32575.294143019517,23642.805479152445
GB55NNII53735251249345,Eric Stanley,66,34297.752801095434,26799.77488779294,7497.977913302493
GB28XCMZ71153764013117,Jeanette Glover,19,42728.628241751314,33882.30909094714,8846.319150804171
GB31PUYL03997181248868,Charles Harvey,18,47524.81364448495,39629.63202951588,7895.181614969071
GB69GEMS44817003742962,Jacqueline Boyle,65,49255.665708999535,35706.9777548274,13548.687954172136
GB82ERKE50950062608322,Anthony Bates,29,56206.72097550678,33075.79020126144,23130.93077424534
GB94DCMH13425870321935,Timothy Gonzalez,22,51777.01000933254,25936.825363281663,25840.184646050875
GB13ZGDV28320415820576,Samantha Moore MD,54,36646.556412898986,39168.94427371305,-2522.387860814066
GB89FKPQ27434931955529,Karen Alvarez,49,53801.978510059635,24952.796259689978,28849.182250369657
GB35VATP93528155030942,John Warren,26,56105.85745283823,47600.559636896025,8505.297815942205
GB45KHRX57277291378162,Ronald Baker,58,55597.9044793104,40824.397529345035,14773.506949965362
GB94CIHF57272825457154,Jeffrey Diaz,52,60807.80725554622,25424.485005350693,35383.32225019553
GB65PKGT71381129728081,Paula Cox,36,58339.22154548904,36907.90922950137,21431.31231598767
GB66XPXV63781209879973,Alison Carpenter,65,54591.80079228437,32478.43594409417,22113.3648481902
GB49RLLL30355209881118,Christopher Melton,33,49298.34288541353,43191.7451041918,6106.597781221724
GB27WWUT01539918636213,Scott Gonzalez,20,33390.39066484009,53404.504460231445,-20014.113795391357
GB19VWUK74319293283095,David Murray,37,54296.18219132586,21248.275303542556,33047.906887783305
GB23XUDV70406736310226,Christina Grant,41,52076.87687163111,41150.260791474175,10926.616080156935
GB22OGCB57798725361513,Dr. Lisa Brown,50,52715.788371953735,38398.672044333594,14317.11632762014
GB58JEBE41164460235040,Danielle Schroeder,41,37232.514241796904,46713.40076450465,-9480.886522707748
GB95OPZU40597069144905,Michelle Duarte,69,39189.43459591737,42131.96628237689,-2942.531686459515
GB14BROQ09930948156330,Kim Holland,28,60531.52853332904,32480.30668261181,28051.22185071723
GB91AVSS79858817878957,Corey Hunter,66,49604.44846143345,36809.46064333382,12794.987818099631
GB90JSSI62837409514753,Jeffrey Taylor DVM,25,56815.006973726246,32039.74143196511,24775.265541761135
GB83IOEO37694546024832,Charles Higgins,53,50283.183761304594,50760.07138598598,-476.88762468138884
GB13CULU57423604180981,Melanie Blackwell,55,50297.56139495743,40213.116486719424,10084.444908238009
GB57JSXL07500567861022,Sharon Garza,57,59382.838059759975,59011.90685753008,370.9312022298982
GB53ROZZ53473013843506,Anthony Moore,37,44839.552717826264,39393.391861853794,5446.16085597247
GB14MJTX85334220236589,Joe Wilson,52,50961.20776940983,32915.932330895375,18045.275438514458
GB52DEBX25393312031963,Sergio Johnson,65,45377.247112949575,24862.856073871728,20514.391039077847
GB29WDMM03952720013116,Katherine Rivera,42,45655.03772567684,21968.603237440548,23686.434488236293
GB44NQHI99250651053878,Cody Fields,52,46908.278765313604,24158.640569945102,22749.6381953685
GB19DHTW22402740502575,Paula White,42,52221.337716337126,42671.26651011484,9550.071206222288
GB61HCXV17178930087607,Rebecca Jones,46,45212.513783365226,45087.25023229934,125.26355106588744
GB23NFFH20088557220765,Christopher Robertson,35,62557.56125573521,24188.092979678666,38369.46827605654
GB72NGMP51107369426001,Beverly Kelley,63,41053.926977804964,48950.38314076116,-7896.456162956194
GB91PPTN05011666574898,Richard Miller,35,48131.28355838641,35169.38948316561,12961.8940752208
GB28KQGV11108454197994,Carol Schneider,19,45602.689417258254,41467.9301198555,4134.7592974027575
GB66CDBG27310658729210,Bradley Johnston,52,64469.77884353733,56122.206282554245,8347.572560983084
GB64JCOM91125825593488,Stephanie Reynolds,33,51965.54776511575,48968.393158655315,2997.1546064604336
GB09JNWO81916939250018,Dean Sawyer,58,60318.44539468635,37314.69352094168,23003.751873744674
GB64XMXP47666711805402,Shane Cox,53,35144.39626963028,31088.077745847128,4056.3185237831494
GB51OPAB41066417915014,Paul Jones,50,52670.50265869259,18481.84598670695,34188.656671985635
GB84WCVS54925574420176,Carla Walter,21,58896.30795623437,32808.4668075758,26087.84114865857
GB31DDZE58546303238061,Mary Russell,50,50822.839892754244,37888.69761172306,12934.142281031185
GB69FZRS27894468768631,Cheyenne Coffey,31,60654.80375065351,30128.204728488163,30526.59902216535
GB12YTCA25541403297799,Elizabeth Smith,38,44827.11549899628,38687.43032907695,6139.6851699193285
GB93URCN17527491583100,Clifford Rivers,65,64093.4744018558,40768.51882958768,23324.955572268118
GB64DAFZ85886953408288,Barbara Perez,37,72988.9812361925,37751.44018191921,35237.541054273286
GB39WDDQ13207577992767,Mary Anderson,25,46371.61439560341,33499.9741917654,12871.640203838004
GB28JKGY87401853928664,Tammy Fritz,24,45544.97478599228,41686.546719667276,3858.428066325003
GB16UDWR90376153327558,Vincent Bartlett,20,64533.844771177006,44419.40649569409,20114.438275482913
GB65YNQA89342898418050,Peter Pineda,34,65795.72145730713,29096.00922557154,36699.71223173558
GB94IKAF73357342970820,Emily Robertson,50,44771.39972846732,54109.3237974627,-9337.92406899538
GB35BWPQ76677170779805,Latoya Mays,65,45798.13182904143,39014.118677157385,6784.013151884043
GB26EZVJ06507793934996,Matthew Villanueva,29,47182.153911394926,40188.49622944848,6993.657681946446
GB05XLNK30668058149276,Daisy Murray,68,36555.49488965723,47082.14423256557,-10526.649342908342
GB67QJGH95487494410816,Joseph Carr,39,40813.480535158014,42332.16131263502,-1518.680777477006
GB81AQVL84099337235888,John Cunningham,39,39958.59233247932,49531.36633913245,-9572.774006653133
GB35SYGV41567653404274,Denise Drake,63,42322.024348958716,42871.241652018245,-549.2173030595295
GB67MDQW15153362060644,Taylor Smith,47,49653.15112613219,33875.62625359562,15777.524872536567
GB46QAHU24858577446790,Robert Smith,55,52342.1473253652,43615.03525206102,8727.112073304183
GB85KSKI47835211047973,William Marks,55,65505.00492814077,28562.737926793383,36942.26700134738
GB15SETA59595049120477,Stephanie Clarke,62,40016.45959261209,41085.59705776523,-1069.1374651531441
GB35XCRE57797498748717,David Moore,68,59843.223984765835,39667.700093555395,20175.52389121044
GB58WNKU54831922376114,Jason Ferguson,25,47860.11155774491,37918.83142727461,9941.280130470303
GB55JFGC16944080572386,Matthew Hill,44,49505.362903475674,38714.62488561069,10790.738017864984
GB22IZTP41631122875244,Brett Hayden,44,56748.194921666036,21181.509545023608,35566.68537664243
GB53AZOL45982458226608,Joseph Newman PhD,51,38772.77978437702,34512.750922590385,4260.028861786632
GB26HBCE72161766345761,Heather Howard,38,53824.09746184051,40928.44901141115,12895.648450429362
GB85PJWE64311603006050,David Levine,47,51664.52208213056,41598.563919974,10065.95816215656
GB72DSSW69664498667185,Miss Heather Fritz,50,54924.51264008149,29723.24859074042,25201.264049341073
GB23NOMS77297361140854,Dana Mccall,45,52891.68643907818,52657.078408647,234.6080304311763
GB88YMRB11508489772423,Zachary Walter,64,74553.00139910894,31338.251517854995,43214.74988125394
GB90BXLB94211235573253,Mark Conley,50,43622.60015748684,49694.57200526737,-6071.971847780529
GB22FHQA07587626779655,Shannon Wilson,22,44690.03044998182,44271.94361871685,418.08683126497635
GB30QUQQ45418132960339,Alexis Martinez,65,43768.594735752355,33537.72690156197,10230.867834190387
GB03FQOD07283005107864,Miss Lisa Ortega,36,44445.228808397456,57753.10892609512,-13307.880117697663
GB17LDVE35794827253698,William Santos DDS,21,43626.128726934825,28063.6316824352,15562.497044499625
GB14YLFQ22167679122726,Ronald Padilla,52,61890.16531107552,49191.541736100015,12698.623574975507
GB11RIZF71734512670513,Dillon Vance,66,64205.04247989855,50005.82318042978,14199.219299468765
GB09EEUW91586487378471,Amy Johnson,34,44292.53706250524,33293.79790923355,10998.739153271687
GB56OWHG32484419751085,Michael Carroll,61,41676.44426895771,53924.65300064329,-12248.208731685576
GB24FMYE93830614137183,Melvin Zuniga,45,54714.15556386404,37499.534854010475,17214.620709853567
GB67EHTT92472630358431,Randy Newton,47,44477.76955719029,42886.93629279857,1590.8332643917165
GB74FFAC77827707716757,Gabriel Caldwell,46,56329.31817755511,42603.21838771221,13726.099789842905
GB08REPT02407237303727,Charlene Miranda,63,52029.230208513,38656.91258529452,13372.317623218478
GB95RIRP67164022714193,Hannah Harrison,23,34842.55885002768,48108.082731597824,-13265.523881570145
GB17CKDW09437606681572,Mrs. Hannah Hernandez,52,65475.052013300614,47934.88720552213,17540.164807778485
GB13DPVG73671896842583,Michelle Thompson,58,67958.77673095521,22514.68026761819,45444.096463337024
GB92TINK79899236881223,Carolyn Garcia,54,43872.11309515614,53043.40242878153,-9171.289333625384
GB29GPQZ41415393128840,Kristi Warren,41,46122.98440064016,23375.08011964326,22747.904280996903
GB92PUQC73017401630165,Alexander Gutierrez,46,52858.65390724905,50325.46204341657,2533.1918638324787
GB74ZSLD63038975051203,John Robinson,66,53344.56789987025,51267.05136827583,2077.5165315944178
GB55QTSL75073976237327,Jermaine Garcia,63,56585.4427267283,29090.33569784802,27495.107028880284
GB31AEYL85740044520169,Ryan Kennedy,48,70102.0453876635,35891.85712045415,34210.18826720935
GB91EVEY08258104614150,Amanda Garcia,52,48230.5277250595,28942.953315140643,19287.57440991886
GB96ITCQ04490990026201,Michael Gibson,50,42017.02755461546,37850.78969711265,4166.237857502812
GB72CLMA65646340494562,Sara Erickson,69,36206.807719854725,36919.65715814259,-712.8494382878634
GB87RUUK89645148837022,Katherine Turner,38,42690.69960058081,47796.6053226934,-5105.905722112591
GB21YIJD45379977793470,Walter Watkins,49,49668.73027126203,53103.08746119609,-3434.3571899340604
GB03JKEG55997226409216,Deborah Myers,40,67945.57863517788,53956.838107899566,13988.740527278314
GB36GQCK78846955108601,Mark Park,50,44823.88700963829,34378.31973421698,10445.567275421308
GB86DIIY44215500985790,Kristen Williams,20,52237.87951638899,37907.78126255472,14330.098253834265
GB72BDAO40767797994731,Ryan Larson,35,49835.77103927248,23165.6180777905,26670.152961481977
GB36BSJG94294587511569,Joseph Baker,42,61883.93273448084,31941.299335038115,29942.633399442726
GB86QOWG72011916861715,Bryan Waller,59,75269.32425873622,49648.51633097458,25620.80792776164
GB73IDVZ60910652606250,Marcus Gross,48,44691.31227079679,56155.82823548232,-11464.515964685525
GB35UZJW88082486646616,Mrs. Alexis Leon,20,45105.605574817775,27656.51128120078,17449.094293616996
GB30SBAM71934899449884,Karen Fritz,57,60441.60877069072,34075.357408471056,26366.251362219664
GB27YKKL90412354032281,Ashley Torres,63,56818.914896263115,39735.94243041073,17082.972465852385
GB40LBXA25037017412335,Yvette Lee,41,68467.07325736033,42801.611588196065,25665.461669164266
GB31SLLH63520304085280,Allison Hinton,67,55839.281853259636,31903.96480078354,23935.317052476097
GB69YGRU18092196826686,Michael Walker,49,46407.0790921294,44240.61044464089,2166.4686474885093
GB58GLEY10409358265545,Derek Paul,64,55906.54830692309,35261.60652929084,20644.94177763225
GB10IBSF52171718943437,Blake Wong,39,61087.03580582908,39855.47729121721,21231.55851461187
GB96ATPD80767311104339,Carol Howard,40,58204.82181197364,45462.842480037,12741.979331936644
GB76PRWP76766959915770,Zachary Adams,19,55072.74031107298,40064.22269810938,15008.517612963602
GB80HGQW74975870418929,Angela Davila,44,60666.74689589154,35636.14109473431,25030.60580115723
GB80SRUY24743789956660,Elizabeth Cohen,59,61692.95590445673,38903.90196074169,22789.053943715036
GB53NLMH07961051782298,Brandy Lawrence,19,63821.589910375274,39116.37040794665,24705.219502428627
GB12QROA41505201717788,Kaitlin Phillips,43,56487.09887589642,36299.88970117872,20187.209174717704
GB18JRWF11679722055740,Thomas Williams,34,48328.81919683146,37412.039373328975,10916.779823502482
GB02HSQE47596916322633,Randall Herring,57,51467.13686433323,55986.471705047166,-4519.334840713935
GB62PMJE55140163189562,Danielle Smith,50,62065.08966508357,45609.194479412385,16455.895185671186
GB84OXRF35629501160825,Theresa Fields,26,41830.64329012764,37045.1968197084,4785.446470419243
GB81KISK50557708750182,Jeffrey Mejia,60,53686.73308872901,46969.54404510736,6717.189043621649
GB74SHGX59415029584302,Nicole Olsen,65,46066.61187672639,36661.8051024399,9404.806774286488
GB81XQNL31711150112277,Ian Dawson,56,50287.44822934818,51731.246375866416,-1443.7981465182384
GB02FLID70906340805441,Daniel Hurley,46,62784.51862607299,43696.42192198094,19088.09670409205
GB98XNMK72140242557816,Andrew Franco,59,51910.99068019904,38926.978559957715,12984.012120241321
GB85ETID10709523511342,Andrea Chandler,43,50464.36548156149,44477.169258102775,5987.196223458712
GB75HUZZ99400144541579,Preston Moyer,52,36401.43859020081,24291.23847931501,12110.200110885798
GB08HJCX03892824743540,Tom Scott,67,57462.53566027221,28732.325310901946,28730.210349370263
GB21VDVU38744233175449,Dennis Rogers,42,56454.841811410755,28060.749936009444,28394.09187540131
GB62XZBJ14148984842589,Kerry Sharp,41,71632.5472330546,41429.43094763707,30203.116285417535
GB39ACJV78894628649911,Richard Burke,30,46922.21765047,57325.14999485092,-10402.932344380926
GB44WDRH49253731033097,Martha Watson,24,52191.503276639385,62313.001461926324,-10121.498185286939
GB34DMUW64433737108203,Donna Diaz,53,52493.836837107556,46380.51101440757,6113.325822699982
GB64CYWG98587650029861,Timothy Bradley,62,65774.53279763475,45008.44474944457,20766.088048190177
GB16USMN50095406839670,Melissa Cervantes MD,37,49047.04467613048,21989.42265847261,27057.622017657868
GB10EWGI28129616206844,Jasmine Lee,18,52790.21525770339,34573.26200265978,18216.953255043612
GB72DMMW15410791095627,Edward Russo,25,56078.96509716539,32122.16248091761,23956.80261624778
GB56FXKI96312449871345,Barry Rodriguez,63,51866.09123156358,33791.52401748884,18074.56721407474
GB68APCM80418187479157,Brandon Harper,33,45535.66385449472,38318.561814152104,7217.1020403426155
GB21BWMK05096593046126,Renee Bailey,31,51940.899928983075,35279.094223028726,16661.80570595435
GB14KIGL81661507288178,Jeffrey Rogers,29,60736.317498597724,20207.001896242124,40529.3156023556
GB90ZENJ47375136509817,Casey Shields,68,39734.847005889394,47479.102561175336,-7744.255555285941
GB26NJHT28225943190535,Lisa Francis,40,51329.69674146876,29272.569742601936,22057.126998866825
GB47RQGS94992135043667,Kenneth Lozano,32,42998.791850608264,42392.468641111496,606.323209496768
GB94QGZI58943993947458,Jessica Watts,45,61950.46628924843,60740.82669749973,1209.6395917486952
GB39NOMC48085842843633,Taylor Clarke,51,34768.13095216225,30806.154084135767,3961.976868026486
GB38ZJCQ46750249461209,Suzanne Rhodes,19,44410.78152728412,14697.124772536703,29713.656754747415
GB16LYAC78118453098044,Charles Jones,49,53772.11875064521,37139.95778119889,16632.16096944632
GB07IUOQ80574783338437,Steven Vance,40,65655.2402923434,51009.59634998571,14645.643942357689
GB07YTHS75802644068545,Nicholas Keller,39,49342.497389270124,59583.47454220594,-10240.977152935819
GB52OSUQ53748309267336,Tamara Mccoy,68,44448.00473306802,27704.50405547583,16743.500677592187
GB52VQZP19378328333669,Jonathan Chavez,42,68811.5706944059,44966.99223236521,23844.578462040692
GB84DARP75264477052565,Mindy Chambers,39,35519.86099583756,35346.89543219947,172.96556363809214
GB67CEVN97896337172154,Bethany Myers,39,28011.94043379918,38940.51645695864,-10928.576023159461
GB24RRWG20486916013577,Carla Martinez MD,66,54400.14450053332,66443.43347017035,-12043.288969637026
GB27VEDS00856531292426,Audrey Farmer,69,44979.45775647389,24970.29671604847,20009.161040425417
GB32OMWW86902644488537,Jared Park,59,39787.671828692866,42537.396614945734,-2749.7247862528675
GB18OCMJ64988470854896,David Wright,23,57083.56447299353,44676.93171765433,12406.632755339197
GB43OLXS88469788030996,Christy Evans,32,52438.00713771199,50857.86324939347,1580.1438883185183
GB97HPPC29308737615952,Sandra Jones,60,44359.213692632715,40979.83153470895,3379.382157923763
GB07VYIV68398861509430,James Blair,54,37196.956013291056,43080.50539504102,-5883.549381749966
GB91YBVL92129909275172,Dawn Mays,50,58724.573282801444,36083.51432578209,22641.058957019355
GB50WSNM63647484014219,Daniel Duran,25,56502.01177958661,42691.269412451074,13810.742367135535
GB97OJGB88881747033612,Derek Allen,61,49008.24136220617,36568.077245025896,12440.164117180277
GB13IJFV36443788601424,Lori Davis,61,68466.36996047666,46215.71889856051,22250.65106191615
GB93CQVV66329018828680,Victoria Gates,22,39299.15233673847,36303.89663956366,2995.2556971748127
GB10FUNI11183518791145,Rhonda Howard,56,34744.748290752614,43771.003939021866,-9026.255648269253
GB06KFTW14817211068974,Sarah Jensen,21,43080.919301187554,39707.37186315022,3373.5474380373344
GB76MXLX85767753329576,Holly Rose,23,49544.13983644502,51260.50250772168,-1716.3626712766563
GB98JTCH52979311940004,Douglas Wood,62,52433.394493226915,39486.06276411514,12947.331729111778
GB46BKFH17822298537134,Keith Kelley,49,47587.6394214367,22269.675317931185,25317.964103505517
GB22XDUA24104622585385,Kristina Willis,69,53520.553965142964,52619.215007139916,901.3389580030489
GB04FRAB47231889145450,Lindsay Henry,47,37484.60575809556,30942.67699137381,6541.92876672175
GB18CCCZ80120951084890,Mark Campbell,64,64437.646040732594,33462.336613511805,30975.30942722079
GB11CAMF88414355039823,Sue Miller,52,49178.488216074315,34043.38705956508,15135.101156509234
GB76PSVF18427213329459,David Bailey,57,61172.95831588128,53744.380931708176,7428.577384173106
GB03VTBD47172891548844,Cindy Nichols,69,53427.253463777044,18643.25786021304,34783.995603564006
GB16JLHA70026598286715,Brett Edwards,33,54567.53219153784,71377.48533659994,-16809.953145062107
GB06XYCE77594863658995,Todd Potts,30,55697.672802322035,50560.56809066052,5137.1047116615155
GB06NLHO60491485574496,Andrea Robertson,67,54477.085600173144,42232.3891412916,12244.696458881546
GB63TKKY66714282601044,Melinda Tran,59,56427.22759867544,39451.05999383714,16976.1676048383
GB15OFCK68127495755706,Michael Jordan,47,63291.52530132431,42855.54074857657,20435.984552747745
GB22FRXH75375033478552,Jennifer Campbell,36,51965.2116970147,45211.22428379339,6753.987413221315
GB33RKXD15071235476495,Brittany Wilson,34,57090.03757588512,46452.15585950057,10637.881716384552
GB41IQOS18971186965372,Christopher Johnson,36,49102.64305712773,45556.04466003449,3546.598397093243
GB08VZIJ72671857376522,Allison Walker,45,64401.17215449473,40895.80681255249,23505.36534194224
GB25FLIZ56421016830575,Sandra Mitchell,43,43236.076979407306,38026.61579692674,5209.461182480569
GB35KXET19172239142019,James Wiley,54,68009.40432910816,38487.26716346488,29522.137165643282
GB41UWDP24225394948264,Debra Tucker,43,49598.420493556565,38050.91719647319,11547.503297083378
GB82RNOK17982425626830,Jason Cole,40,35692.248978819516,51337.700968670644,-15645.451989851128
GB31DDIG17446304818575,Anita Brooks,26,51281.0441491079,45935.56722280862,5345.476926299278
GB26VWYL37420301275048,Shane Fisher,29,43189.483425251194,10596.113653357197,32593.369771893995
GB13VLQE64111058494314,Robert Berry,18,58406.43548988724,46559.00776529761,11847.42772458963
GB62UQMZ96962617765892,Tina Norman,18,43473.76020697609,41947.36194718775,1526.3982597883441
GB82RQLL59468538627575,Zachary Chavez,64,45538.165667852205,39812.912435541024,5725.253232311181
GB51MPSZ91029491679545,Felicia Mann,51,31104.59269054469,36114.81546911114,-5010.222778566451
GB69OLRO97731932213612,Allen Jackson,49,45476.936807509235,51241.12719986014,-5764.190392350902
GB37UYXT12954141848356,Sarah Gillespie,65,25761.206733710434,49475.264621228576,-23714.05788751814
GB46YKUC00781088521364,Jennifer Mills,42,34160.97176514276,32271.223321763908,1889.7484433788559
GB43VMHW18452405173538,Stacey Gibson,57,57604.146561442976,44070.52287124535,13533.623690197623
GB91VLDE79996373302760,Ashley Johnson,62,57858.00158650832,30283.43265458714,27574.568931921178
GB73UTWU27617493958297,Miguel Phillips,18,54254.575617849645,26203.8183521107,28050.757265738946
GB56UGSP51057032166739,Jamie Hernandez,33,40330.23856870787,33732.82775410035,6597.410814607523
GB61SFHA70630719897426,Scott Nelson,56,49522.8864385802,48623.93472382759,898.951714752613
GB07HKHA59585594980647,John Butler,22,49963.974609094315,49531.25045376087,432.7241553334461
GB78KICG05098492717801,Lorraine Diaz,39,38416.353108074574,45130.85420097293,-6714.501092898354
GB03OJXB39312765336666,John Nichols,46,65033.983017671504,47250.95786847997,17783.025149191533
GB69WDXA25940545875609,Christina Lee,20,58773.62290575671,45161.78287114958,13611.840034607128
GB15GMZE39441079634248,Jennifer Garza,29,47790.35826170336,33585.184047770475,14205.174213932885
GB51VAAY72759140192669,Justin Cole,43,50268.85838994531,44319.22544673941,5949.632943205899
GB24JDFH26985320033858,Raymond Wilson,33,52083.82807947553,48004.09525227683,4079.732827198699
GB73YVCW02376101640944,Matthew Wallace,68,29582.651315757095,47542.91329813575,-17960.26198237865
GB76WVDP18320906569983,Emma Jackson,54,47528.22617479403,51889.13371474643,-4360.907539952401
GB45ZCBC40380006625414,Stephanie Crawford,39,43180.15752002202,47083.03847201064,-3902.88095198862
GB05JNWM51945929289489,Bradley Roberts,46,39983.79990105084,43514.48207541583,-3530.6821743649853
GB68XMAN81014452920653,Becky Marshall,31,47188.99707114045,50701.502383164276,-3512.5053120238226
GB08AWLU98081458075928,Brandon Molina,45,67976.86526849522,39734.7874075094,28242.077860985824
GB54AJNU80601192040636,Kelly Christian,22,56408.4286126701,31181.253487722817,25227.17512494728
GB15AALX45809716034662,Diana Webster,64,44288.21010217203,38369.33036056236,5918.879741609671
GB82LZFW13137394558210,Abigail Hardin DVM,66,55725.827813561584,32550.97355193551,23174.854261626075
GB56HYNI30479700812202,Amber Miller,47,63993.55436586002,33248.21725025619,30745.337115603834
GB08GMLQ78813281425113,David Edwards,63,59246.336829127686,38554.813292844825,20691.52353628286
GB84VYIN78122727329492,George Mitchell,69,50596.303699201744,32075.800790000387,18520.502909201357
GB93TOQH60194616288472,Roberta Ramos,22,43530.63222294426,36920.3847036096,6610.247519334662
GB95KSMJ84884878943808,Steven Glass,29,56982.2331361359,21063.853330462145,35918.37980567376
GB09JADF93416673519203,Brian Mcgrath,33,53934.853854217494,42132.93707372939,11801.916780488107
GB55ZHQB61288252724399,Patrick Russell,43,58951.932200277326,40012.054753622244,18939.877446655082
GB38WKTN23231424356466,Devin Scott,43,56351.718016819694,31829.113689318092,24522.6043275016
GB64ZLHG74305223850605,Michael Murphy,65,60495.527153193354,46592.456684324054,13903.0704688693
GB31RZVM64730661878477,Christina Brown,38,44647.64788439432,49375.701376265584,-4728.053491871266
GB06QWIV25110197053309,Kaylee Huynh,56,63173.94065634326,23924.40135631026,39249.53930003299
GB79CKDL63868093069928,Anna Collins,53,51975.996046923996,32372.75221433786,19603.243832586137
GB13WXYE54977086487615,Kathleen Atkinson,50,70752.60872625266,32308.57650212702,38444.032224125636
GB05FBRW48236573149218,Ernest Brewer,47,43108.12181910432,30600.968988911354,12507.152830192968
GB35KVTS76581403440915,Meredith Coffey DDS,54,67359.63803165249,48294.74841931748,19064.889612335006
GB48QUVE70669995253785,Gregory Holden,40,51979.10783462648,38061.73861227196,13917.369222354515
GB31ZOWY78191480555755,Antonio Dunn,27,43485.819963855516,37354.85158689389,6130.968376961624
GB76DHPR37913564224947,Jennifer Santana,22,45161.141659456785,19961.376355932465,25199.76530352432
GB61LVPF75449521673911,Kristen Richard,53,46796.5269180568,46354.18030209227,442.34661596453225
GB03LAWH74744393150713,Richard Parrish,51,54241.65946401916,27607.416051465276,26634.243412553886
GB67VSYU40781334761297,Mark Mcclure,69,55228.35488035499,40599.326302663285,14629.028577691708
GB98KAOV37921137953182,Andrew York,48,44262.99996061421,42773.76937958192,1489.2305810322869
GB27RPFX80160851408492,Kim Wiggins,27,49756.45407739017,53606.58595838651,-3850.1318809963414
GB79FFFJ66911703322684,April Rodriguez,36,71422.70358611863,26911.79600880888,44510.90757730975
GB46TWTH22488086091419,Jacob Taylor,49,67275.43170100711,9804.878441791747,57470.55325921536
GB45CNUY28561065262670,Molly Thomas,18,54363.23669674032,41838.495447536945,12524.741249203376
GB92OSJY07464178356572,Jason Lambert,22,50380.034781682,58005.11181510854,-7625.07703342654
GB85XKTR86155274855750,Natalie Dennis,62,51200.31326718261,52389.46352939437,-1189.1502622117623
GB45ODDA17004688610281,David Bailey,21,56135.17972730417,42096.59415274626,14038.58557455791
GB66WVVE37762436087162,Shawn Watts,33,39772.07434801594,35083.63814367953,4688.436204336416
GB25IHLU59417076096807,Diane Crosby,41,47426.23462576655,48071.2259663731,-644.9913406065534
GB19EKHW09117929718803,Jason Stein,33,33314.1592612241,30264.538002955313,3049.6212582687876
GB07FSVP99048419896581,Neil Moore,19,53992.23122605279,44763.57769356219,9228.6535324906
GB84XBBQ25339489039359,Michael Petersen,66,56471.95939702741,45054.701591666264,11417.257805361143
GB77HJYJ18571169137376,Scott Pierce,45,45168.13537700626,50602.0990749888,-5433.963697982537
GB86KJKJ45546645677411,Jessica Mathis,49,65739.86763290032,67596.60038911078,-1856.732756210462
GB64UYEQ85331260121088,David Palmer,44,37742.34336997659,43924.15967178767,-6181.816301811079
GB25IVKN03905807069837,Christopher Johnson,37,35356.2511979018,34910.363742925016,445.8874549767861
GB02CREH32219258004836,Jill Conner,41,52244.51818559972,39744.25687808006,12500.261307519664
GB66WYCD95891592207481,Charles Ross,29,60470.98302612155,22309.24095110882,38161.74207501273
GB97JGJJ01310681633323,Regina Villarreal,67,66839.27691457869,33052.86868910942,33786.40822546927
GB52PLNX44617772220485,Courtney Copeland,52,45411.1573713106,35907.17561886896,9503.981752441636
GB58WWDC87402593013333,April Lam,50,60786.808334312955,34759.11602065407,26027.69231365888
GB45RPOO77937337618409,Michelle Mullen,50,49614.91530499293,41523.54872033722,8091.366584655712
GB69RXWB10295743562222,Julie Rogers,68,48273.7270005918,31775.800676177994,16497.92632441381
GB64KXJO95280611885483,Ana Jones,60,58836.599374866724,51210.30667324471,7626.292701622013
GB93MCIN31860254924829,Daniel Cannon,54,56523.2287841342,40002.07064918197,16521.158134952224
GB05SHDM91297077415351,Mike Bray,29,34236.078430157504,39906.99678861374,-5670.918358456234
GB52KCTZ82534966395240,Tina Fox,20,64765.40349725896,36721.052834870825,28044.350662388133
GB68DTED25620176384419,Krista Bishop,18,63800.91354147452,41551.90683858979,22249.006702884726
GB92VVBV32034137269755,Lisa Osborn,50,43744.37298490471,48250.98264667635,-4506.609661771639
GB65HEUJ86860645980454,Joe Anderson,57,53958.03533437409,31328.697842890997,22629.337491483097
GB98KBQO58968600739341,Nicole Davis,27,54940.301862827386,33418.83510924743,21521.466753579953
GB78NJVA88468769808145,Joshua Smith,60,52606.73765823907,36962.73971223336,15643.997946005715
GB67PCJS56075414244076,Brenda Lopez MD,61,44496.9484615458,26541.29076526785,17955.657696277947
GB12CUJC00736131072402,Derek Weeks,46,43283.766320619485,31807.42140278502,11476.344917834464
GB11YNAO80169321230790,Kyle Hebert,30,49744.45929008555,35237.79126455341,14506.66802553214
GB56SLKV41272450817046,Bobby Duke,29,61727.290192593646,48743.89180712727,12983.398385466375
GB17CISV10387955707535,Patrick Gibson,48,55436.001545944324,42625.61329001925,12810.38825592507
GB96XTZG93876444777105,Kevin Hickman,63,46293.85667913894,41935.89911367545,4357.95756546349
GB84RYHA15285193978396,Stacy Ross,19,57716.987106483444,48508.97962167972,9208.007484803726
GB79AROM01739816416357,Justin Taylor,68,21514.573793699245,38626.282116006034,-17111.70832230679
GB45CGUN50560946841296,Brandon Guerrero,67,61487.65700372103,43904.648499288895,17583.00850443214
GB84CQUG04926514484053,Christina Henry,52,32602.862212219003,38967.78247067504,-6364.920258456037
GB36PQLV83415151672244,George Giles,40,46375.590585968675,42653.62349399628,3721.967091972394
GB77VJAT74758300056329,David Lee,34,38803.30105373856,34172.41342388418,4630.887629854384
